Date,Time,Open,High,Low,Close,Volume
2010.06.02,0:00,1.22113,1.22726,1.21749,1.22492,61439
2010.06.03,0:00,1.22494,1.23252,1.2152,1.21614,55593
2010.06.04,0:00,1.21616,1.2215,1.19551,1.19671,54110
2010.06.07,0:00,1.1946,1.19907,1.18758,1.19166,63132
2010.06.08,0:00,1.19165,1.2008,1.19022,1.1964,63108
2010.06.09,0:00,1.19636,1.20724,1.19236,1.1984,55570
2010.06.10,0:00,1.19834,1.21411,1.19565,1.21081,63926
2010.06.11,0:00,1.21074,1.21521,1.20452,1.21112,70668
2010.06.14,0:00,1.21188,1.22975,1.21155,1.2213,50129
2010.06.15,0:00,1.22135,1.2349,1.21679,1.23228,91694
2010.06.16,0:00,1.23222,1.23525,1.22552,1.22989,43867
2010.06.17,0:00,1.22985,1.24095,1.22422,1.23794,46359
2010.06.18,0:00,1.23794,1.24156,1.23529,1.23875,38601
2010.06.21,0:00,1.24291,1.24664,1.23038,1.23232,50850
2010.06.22,0:00,1.23239,1.23531,1.22521,1.22674,45172
2010.06.23,0:00,1.22673,1.23431,1.2209,1.23102,33229
2010.06.24,0:00,1.231,1.23869,1.22614,1.23276,48903
2010.06.25,0:00,1.23276,1.23942,1.22538,1.23681,39618
2010.06.28,0:00,1.23781,1.23966,1.22651,1.22803,41553
2010.06.29,0:00,1.22805,1.22902,1.21495,1.21886,40938
2010.06.30,0:00,1.21898,1.23038,1.21662,1.22302,50649
2010.07.01,0:00,1.223,1.25328,1.2193,1.25163,54000
2010.07.02,0:00,1.25163,1.26106,1.24824,1.25655,47050
2010.07.05,0:00,1.25558,1.25619,1.251,1.2538,23183
2010.07.06,0:00,1.2538,1.26623,1.24796,1.26261,46452
2010.07.07,0:00,1.26261,1.2663,1.25531,1.26316,43825
2010.07.08,0:00,1.26312,1.27105,1.26199,1.26931,41555
2010.07.09,0:00,1.26924,1.27218,1.26085,1.26404,34626
2010.07.12,0:00,1.26413,1.26463,1.25506,1.25887,33112
2010.07.13,0:00,1.25889,1.27381,1.25219,1.27265,111223
2010.07.14,0:00,1.27271,1.27768,1.26822,1.27414,39982
2010.07.15,0:00,1.27411,1.2954,1.27092,1.2931,77992
2010.07.16,0:00,1.29321,1.30063,1.28894,1.29296,46349
2010.07.19,0:00,1.2904,1.29908,1.28711,1.29472,37159
2010.07.20,0:00,1.29465,1.30275,1.28389,1.28911,42661
2010.07.21,0:00,1.2891,1.29123,1.27318,1.27528,43357
2010.07.22,0:00,1.27529,1.29302,1.27368,1.28865,44411
2010.07.23,0:00,1.28868,1.29642,1.27932,1.29086,45808
2010.07.26,0:00,1.2894,1.30046,1.28761,1.29865,40074
2010.07.27,0:00,1.29869,1.30453,1.29516,1.30001,42808
2010.07.28,0:00,1.29995,1.30412,1.29662,1.29868,42164
2010.07.29,0:00,1.2988,1.3106,1.29774,1.30795,40083
2010.07.30,0:00,1.30798,1.3093,1.29802,1.30504,41809
2010.08.02,0:00,1.30596,1.31945,1.30533,1.31753,35275
2010.08.03,0:00,1.31741,1.3261,1.31464,1.3226,35605
2010.08.04,0:00,1.32258,1.32382,1.31308,1.31538,34858
2010.08.05,0:00,1.31542,1.32344,1.31186,1.31841,35801
2010.08.06,0:00,1.31844,1.33327,1.31573,1.32781,34237
2010.08.09,0:00,1.3288,1.3307,1.32163,1.32242,26966
2010.08.10,0:00,1.32242,1.32306,1.30742,1.31745,40183
2010.08.11,0:00,1.31745,1.3186,1.28299,1.28447,47859
2010.08.12,0:00,1.28442,1.2932,1.27805,1.28269,44967
2010.08.13,0:00,1.28263,1.29052,1.27494,1.27531,41520
2010.08.16,0:00,1.2765,1.28705,1.27336,1.28219,38714
2010.08.17,0:00,1.28211,1.29152,1.28038,1.28787,41361
2010.08.18,0:00,1.28787,1.29214,1.28233,1.28518,38743
2010.08.19,0:00,1.28522,1.29021,1.27721,1.28152,46086
2010.08.20,0:00,1.28171,1.28315,1.26634,1.27105,41117
2010.08.23,0:00,1.2705,1.27287,1.26458,1.26461,36582
2010.08.24,0:00,1.26484,1.27157,1.25874,1.26307,45831
2010.08.25,0:00,1.26317,1.27254,1.2609,1.2663,44508
2010.08.26,0:00,1.26632,1.27634,1.26501,1.27161,44506
2010.08.27,0:00,1.27159,1.27778,1.2681,1.27617,39015
2010.08.30,0:00,1.27641,1.27647,1.26585,1.26631,30703
2010.08.31,0:00,1.2663,1.27422,1.2625,1.26889,42040
2010.09.01,0:00,1.26892,1.28546,1.2663,1.28026,34286
2010.09.02,0:00,1.2801,1.28474,1.27764,1.28251,29145
2010.09.03,0:00,1.28246,1.28969,1.28082,1.28951,26054
2010.09.06,0:00,1.28934,1.29167,1.28666,1.2875,17840
2010.09.07,0:00,1.28747,1.28757,1.26767,1.26821,34184
2010.09.08,0:00,1.26831,1.27624,1.26588,1.27234,40664
2010.09.09,0:00,1.27227,1.27654,1.26645,1.2697,37902
2010.09.10,0:00,1.2697,1.27461,1.26434,1.26784,36286
2010.09.13,0:00,1.2705,1.28923,1.2704,1.28771,39125
2010.09.14,0:00,1.28751,1.30324,1.2829,1.29866,44081
2010.09.15,0:00,1.29865,1.3036,1.29528,1.30118,46761
2010.09.16,0:00,1.3012,1.3116,1.29754,1.30731,42779
2010.09.17,0:00,1.30741,1.31584,1.30189,1.30487,40971
2010.09.20,0:00,1.3046,1.3121,1.30288,1.30621,30442
2010.09.21,0:00,1.30621,1.32814,1.30571,1.32498,41868
2010.09.22,0:00,1.325,1.34388,1.32475,1.33991,42013
2010.09.23,0:00,1.33992,1.3413,1.33069,1.33133,45025
2010.09.24,0:00,1.33135,1.34945,1.32863,1.34919,22781
2010.09.27,0:00,1.3482,1.35054,1.34252,1.34408,39867
2010.09.28,0:00,1.34399,1.35945,1.3381,1.35843,48939
2010.09.29,0:00,1.35833,1.36461,1.3566,1.36212,40449
2010.09.30,0:00,1.36219,1.36825,1.35592,1.36283,55815
2010.10.01,0:00,1.36295,1.37915,1.36183,1.379,47829
2010.10.04,0:00,1.37877,1.37888,1.36662,1.36741,45684
2010.10.05,0:00,1.36741,1.38582,1.36367,1.38338,53055
2010.10.06,0:00,1.38333,1.39469,1.38003,1.39251,50757
2010.10.07,0:00,1.39246,1.40285,1.38568,1.39136,52036
2010.10.08,0:00,1.39144,1.39831,1.38341,1.3928,48026
2010.10.11,0:00,1.4002,1.4007,1.38659,1.38812,30051
2010.10.12,0:00,1.38812,1.39344,1.37752,1.3915,51452
2010.10.13,0:00,1.39151,1.40009,1.39116,1.39593,43711
2010.10.14,0:00,1.39594,1.41215,1.39543,1.40799,47999
2010.10.15,0:00,1.40788,1.41505,1.39368,1.39762,50375
2010.10.18,0:00,1.39727,1.39975,1.38305,1.39483,51262
2010.10.19,0:00,1.39482,1.40022,1.37129,1.37411,61362
2010.10.20,0:00,1.37409,1.39887,1.36975,1.39579,56283
2010.10.21,0:00,1.39568,1.40495,1.38712,1.39248,57683
2010.10.22,0:00,1.39251,1.397,1.38604,1.39528,51109
2010.10.25,0:00,1.39516,1.40795,1.3934,1.39535,56400
2010.10.26,0:00,1.39539,1.3981,1.38251,1.38621,62677
2010.10.27,0:00,1.38618,1.38763,1.37338,1.37739,66421
2010.10.28,0:00,1.37739,1.39448,1.37671,1.39282,60331
2010.10.29,0:00,1.39284,1.39502,1.38068,1.39459,60308
2010.11.01,0:00,1.39703,1.40106,1.38636,1.38977,61085
2010.11.02,0:00,1.38975,1.40573,1.38812,1.40312,65719
2010.11.03,0:00,1.4031,1.41797,1.39916,1.41248,75787
2010.11.04,0:00,1.41238,1.42813,1.4102,1.42125,79852
2010.11.05,0:00,1.42124,1.42478,1.40238,1.40314,66258
2010.11.08,0:00,1.40538,1.40846,1.38874,1.39123,72639
2010.11.09,0:00,1.39131,1.3973,1.37483,1.37633,82240
2010.11.10,0:00,1.37637,1.38248,1.36711,1.37791,81616
2010.11.11,0:00,1.37792,1.382,1.36369,1.36611,74193
2010.11.12,0:00,1.36619,1.37758,1.35735,1.369,85876
2010.11.15,0:00,1.36829,1.37497,1.35634,1.35789,72600
2010.11.16,0:00,1.35789,1.36547,1.34475,1.34821,91507
2010.11.17,0:00,1.34817,1.35646,1.34602,1.35294,80347
2010.11.18,0:00,1.3529,1.36666,1.35289,1.36427,79454
2010.11.19,0:00,1.3643,1.37308,1.36081,1.36718,68624
2010.11.22,0:00,1.37355,1.37853,1.35765,1.36236,78858
2010.11.23,0:00,1.36236,1.3628,1.3361,1.33802,92695
2010.11.24,0:00,1.338,1.34202,1.32845,1.33364,91782
2010.11.25,0:00,1.33362,1.3386,1.32862,1.33443,65808
2010.11.26,0:00,1.33453,1.33569,1.32003,1.32402,77723
2010.11.29,0:00,1.3275,1.33009,1.30639,1.31061,85839
2010.11.30,0:00,1.31063,1.31491,1.29694,1.29811,99389
2010.12.01,0:00,1.29809,1.31806,1.29707,1.31254,96783
2010.12.02,0:00,1.31252,1.32462,1.30603,1.32149,92703
2010.12.03,0:00,1.32136,1.34373,1.31929,1.34136,84074
2010.12.06,0:00,1.34078,1.34216,1.32463,1.33088,86720
2010.12.07,0:00,1.33088,1.33997,1.32536,1.32652,93133
2010.12.08,0:00,1.32652,1.32797,1.31796,1.32627,92647
2010.12.09,0:00,1.32628,1.3322,1.31645,1.32365,82497
2010.12.10,0:00,1.32365,1.32817,1.31786,1.32262,69405
2010.12.13,0:00,1.32052,1.34325,1.31823,1.33864,75222
2010.12.14,0:00,1.33858,1.34966,1.33637,1.33789,79216
2010.12.15,0:00,1.33787,1.33802,1.32082,1.32203,83075
2010.12.16,0:00,1.32217,1.32648,1.31812,1.32396,73545
2010.12.17,0:00,1.32401,1.33581,1.31328,1.31873,74777
2010.12.20,0:00,1.31661,1.31823,1.30947,1.31197,71399
2010.12.21,0:00,1.31201,1.32006,1.30732,1.30993,74937
2010.12.22,0:00,1.30991,1.31798,1.30777,1.31031,69683
2010.12.23,0:00,1.31026,1.31506,1.30549,1.31099,57886
2010.12.24,0:00,1.31094,1.31474,1.30948,1.31209,25555
2010.12.27,0:00,1.31129,1.31692,1.30718,1.31621,46179
2010.12.28,0:00,1.31622,1.32737,1.30932,1.31091,61634
2010.12.29,0:00,1.31077,1.3238,1.30832,1.32173,56086
2010.12.30,0:00,1.32171,1.33137,1.32171,1.32901,59245
2010.12.31,0:00,1.32901,1.34223,1.32863,1.33836,46251
2011.01.03,0:00,1.33443,1.33945,1.32501,1.33499,63212
2011.01.04,0:00,1.33507,1.3433,1.32919,1.33104,80673
2011.01.05,0:00,1.33099,1.33247,1.31255,1.31485,83725
2011.01.06,0:00,1.31495,1.31699,1.29834,1.30022,73723
2011.01.07,0:00,1.30018,1.30206,1.29044,1.29055,82379
2011.01.10,0:00,1.28939,1.29639,1.28736,1.29451,73379
2011.01.11,0:00,1.29457,1.2992,1.29047,1.29731,81690
2011.01.12,0:00,1.29736,1.31442,1.29616,1.3128,85250
2011.01.13,0:00,1.31283,1.33828,1.30888,1.33477,83518
2011.01.14,0:00,1.33477,1.34562,1.33144,1.33875,81796
2011.01.17,0:00,1.33704,1.3382,1.32448,1.32758,69216
2011.01.18,0:00,1.32795,1.34644,1.32532,1.33851,87506
2011.01.19,0:00,1.33851,1.35372,1.33683,1.34557,90324
2011.01.20,0:00,1.34559,1.35223,1.33959,1.34638,91805
2011.01.21,0:00,1.34641,1.36238,1.34484,1.36196,87401
2011.01.24,0:00,1.36097,1.36851,1.35399,1.36401,83078
2011.01.25,0:00,1.36392,1.37023,1.35728,1.36801,93956
2011.01.26,0:00,1.36801,1.3721,1.36421,1.36976,89591
2011.01.27,0:00,1.36971,1.37573,1.3637,1.37278,92594
2011.01.28,0:00,1.37278,1.37454,1.35833,1.36102,88142
2011.01.31,0:00,1.358,1.37385,1.35702,1.36908,90313
2011.02.01,0:00,1.36908,1.38419,1.36898,1.38238,92318
2011.02.02,0:00,1.3824,1.38607,1.37672,1.38045,83747
2011.02.03,0:00,1.38046,1.38248,1.36092,1.36251,82362
2011.02.04,0:00,1.36257,1.36748,1.35436,1.358,53717
2011.02.07,0:00,1.35686,1.36256,1.3508,1.35774,56228
2011.02.08,0:00,1.35802,1.36871,1.3572,1.36277,52627
2011.02.09,0:00,1.36235,1.37424,1.36106,1.37237,51816
2011.02.10,0:00,1.37239,1.37272,1.35773,1.35936,68143
2011.02.11,0:00,1.35928,1.36204,1.34972,1.35513,49758
2011.02.14,0:00,1.3524,1.35579,1.34279,1.34885,68462
2011.02.15,0:00,1.34889,1.35498,1.34609,1.34851,64533
2011.02.16,0:00,1.3487,1.35873,1.3462,1.35601,68830
2011.02.17,0:00,1.35596,1.36174,1.35367,1.36051,57795
2011.02.18,0:00,1.36053,1.37138,1.35453,1.36923,62536
2011.02.21,0:00,1.36886,1.3715,1.3647,1.36746,53598
2011.02.22,0:00,1.36738,1.37026,1.35278,1.3654,83175
2011.02.23,0:00,1.36542,1.3786,1.3654,1.37491,74692
2011.02.24,0:00,1.37494,1.3818,1.3704,1.38017,75173
2011.02.25,0:00,1.38013,1.38372,1.37239,1.37523,68016
2011.02.28,0:00,1.3747,1.38546,1.3711,1.38088,72482
2011.03.01,0:00,1.38088,1.38532,1.37628,1.3775,79748
2011.03.02,0:00,1.37755,1.38897,1.37447,1.38633,73548
2011.03.03,0:00,1.38633,1.39728,1.38329,1.39596,74667
2011.03.04,0:00,1.39596,1.40052,1.39418,1.39863,59006
2011.03.07,0:00,1.39921,1.40354,1.3955,1.39682,74128
2011.03.08,0:00,1.39682,1.39881,1.38622,1.39023,70215
2011.03.09,0:00,1.39021,1.39411,1.38553,1.39045,70488
2011.03.10,0:00,1.39046,1.39236,1.37748,1.37999,74343
2011.03.11,0:00,1.37994,1.39147,1.37519,1.39016,70765
2011.03.14,0:00,1.39507,1.40026,1.39043,1.39935,73053
2011.03.15,0:00,1.39941,1.40123,1.3855,1.39714,88129
2011.03.16,0:00,1.3971,1.40003,1.38665,1.39121,88893
2011.03.17,0:00,1.39126,1.40518,1.38691,1.40152,90125
2011.03.18,0:00,1.40156,1.41831,1.39801,1.41793,76710
2011.03.21,0:00,1.41808,1.42395,1.41411,1.42138,61146
2011.03.22,0:00,1.4214,1.42479,1.41788,1.41884,62167
2011.03.23,0:00,1.41881,1.4214,1.40767,1.40988,73681
2011.03.24,0:00,1.40991,1.42189,1.40534,1.41802,69037
2011.03.25,0:00,1.41798,1.4193,1.40548,1.40868,64529
2011.03.28,0:00,1.40463,1.41149,1.40204,1.40819,59764
2011.03.29,0:00,1.40825,1.41484,1.40469,1.41084,61395
2011.03.30,0:00,1.41082,1.41464,1.40516,1.41253,68570
2011.03.31,0:00,1.41253,1.42319,1.41157,1.41736,70342
2011.04.01,0:00,1.41733,1.42448,1.40614,1.42344,66887
2011.04.04,0:00,1.42312,1.42677,1.41925,1.42177,60729
2011.04.05,0:00,1.42177,1.42445,1.41511,1.42183,60319
2011.04.06,0:00,1.42184,1.43483,1.4217,1.43299,65951
2011.04.07,0:00,1.43298,1.43355,1.42424,1.43037,69285
2011.04.08,0:00,1.43037,1.44869,1.42908,1.44823,68943
2011.04.11,0:00,1.4453,1.44825,1.44205,1.44313,60638
2011.04.12,0:00,1.44316,1.45183,1.4377,1.44774,76606
2011.04.13,0:00,1.44782,1.45193,1.4413,1.44404,71250
2011.04.14,0:00,1.44404,1.45141,1.43647,1.4486,73133
2011.04.15,0:00,1.44858,1.45029,1.43905,1.44285,66841
2011.04.18,0:00,1.44162,1.44199,1.41574,1.42273,76174
2011.04.19,0:00,1.42273,1.4352,1.42051,1.43307,70718
2011.04.20,0:00,1.4331,1.45437,1.43278,1.45211,75032
2011.04.21,0:00,1.45213,1.46478,1.4505,1.45501,70127
2011.04.22,0:00,1.45499,1.45873,1.45339,1.45597,33963
2011.04.25,0:00,1.45604,1.46259,1.45251,1.45784,55412
2011.04.26,0:00,1.45785,1.46559,1.44929,1.46467,64056
2011.04.27,0:00,1.46468,1.47946,1.46321,1.47711,71297
2011.04.28,0:00,1.4771,1.48809,1.47705,1.48232,71479
2011.04.29,0:00,1.48231,1.48772,1.48034,1.48062,49279
2011.05.02,0:00,1.48249,1.49012,1.47632,1.48218,65802
2011.05.03,0:00,1.48225,1.48885,1.47542,1.48205,67531
2011.05.04,0:00,1.48205,1.49385,1.47748,1.48285,73499
2011.05.05,0:00,1.4828,1.48989,1.45096,1.45409,79034
2011.05.06,0:00,1.45411,1.45873,1.43117,1.43149,89714
2011.05.09,0:00,1.43656,1.44407,1.42548,1.43567,87290
2011.05.10,0:00,1.43566,1.44118,1.427,1.44101,88979
2011.05.11,0:00,1.44102,1.44224,1.4172,1.41997,76054
2011.05.12,0:00,1.41993,1.4276,1.41229,1.42402,68234
2011.05.13,0:00,1.42405,1.43388,1.40672,1.4117,56323
2011.05.16,0:00,1.40753,1.42437,1.40478,1.41604,66876
2011.05.17,0:00,1.41605,1.42379,1.41202,1.42354,61456
2011.05.18,0:00,1.42351,1.42862,1.41946,1.42504,35193
2011.05.19,0:00,1.42499,1.43246,1.42058,1.4308,36134
2011.05.20,0:00,1.43077,1.43451,1.41321,1.41573,35440
2011.05.23,0:00,1.41318,1.41429,1.39692,1.40465,40286
2011.05.24,0:00,1.40476,1.41327,1.4002,1.41022,38134
2011.05.25,0:00,1.41023,1.41177,1.4013,1.40814,52745
2011.05.26,0:00,1.40815,1.42062,1.40674,1.41347,121309
2011.05.27,0:00,1.41346,1.43216,1.41242,1.43173,93816
2011.05.30,0:00,1.43099,1.43099,1.42567,1.42857,56185
2011.05.31,0:00,1.42854,1.44236,1.42844,1.43945,76025
2011.06.01,0:00,1.43947,1.44579,1.43075,1.43294,80961
2011.06.02,0:00,1.43291,1.45121,1.43239,1.44906,72619
2011.06.03,0:00,1.44907,1.4642,1.44524,1.46327,56238
2011.06.06,0:00,1.46269,1.46571,1.4557,1.45777,69705
2011.06.07,0:00,1.45773,1.46955,1.45634,1.46871,60282
2011.06.08,0:00,1.46872,1.46932,1.4564,1.45775,57299
2011.06.09,0:00,1.45776,1.46455,1.44775,1.45118,47895
2011.06.10,0:00,1.45127,1.45501,1.43223,1.43458,48621
2011.06.13,0:00,1.4327,1.44295,1.43208,1.44157,81129
2011.06.14,0:00,1.4416,1.44971,1.43785,1.44425,74697
2011.06.15,0:00,1.44427,1.44506,1.4156,1.41622,75794
2011.06.16,0:00,1.41628,1.42184,1.40731,1.42149,98789
2011.06.17,0:00,1.42147,1.43382,1.41274,1.42858,83098
2011.06.20,0:00,1.42747,1.43265,1.4191,1.43078,80629
2011.06.21,0:00,1.43077,1.44315,1.43067,1.43977,80988
2011.06.22,0:00,1.43978,1.44407,1.4332,1.4335,83539
2011.06.23,0:00,1.43358,1.43372,1.41265,1.42634,82159
2011.06.24,0:00,1.42637,1.43055,1.41416,1.41865,78903
2011.06.27,0:00,1.41875,1.42924,1.41023,1.42872,82561
2011.06.28,0:00,1.4287,1.43959,1.42366,1.43672,79870
2011.06.29,0:00,1.43668,1.44466,1.4338,1.44342,70380
2011.06.30,0:00,1.44342,1.45364,1.44268,1.44906,73936
2011.07.01,0:00,1.44908,1.45501,1.44359,1.45246,67242
2011.07.04,0:00,1.45366,1.45769,1.44953,1.45388,61750
2011.07.05,0:00,1.45391,1.4553,1.44025,1.44231,76518
2011.07.06,0:00,1.4423,1.44657,1.42858,1.43158,76199
2011.07.07,0:00,1.43157,1.43733,1.42214,1.43577,73025
2011.07.08,0:00,1.43578,1.43679,1.42059,1.42632,79165
2011.07.11,0:00,1.42236,1.42266,1.39858,1.40469,91629
2011.07.12,0:00,1.40465,1.40607,1.38371,1.3971,108622
2011.07.13,0:00,1.39712,1.4238,1.39512,1.4238,99713
2011.07.14,0:00,1.42382,1.42808,1.41156,1.41454,96044
2011.07.15,0:00,1.41454,1.41979,1.40919,1.41566,78557
2011.07.18,0:00,1.41208,1.41339,1.40138,1.41035,155099
2011.07.19,0:00,1.41035,1.4216,1.40687,1.41537,110672
2011.07.20,0:00,1.41533,1.42391,1.41331,1.42208,72833
2011.07.21,0:00,1.42202,1.44375,1.41388,1.44193,88744
2011.07.22,0:00,1.44193,1.44369,1.43241,1.4358,73399
2011.07.25,0:00,1.43997,1.4406,1.43247,1.43772,74980
2011.07.26,0:00,1.43768,1.45244,1.43571,1.45137,78968
2011.07.27,0:00,1.45134,1.4535,1.4339,1.43674,76804
2011.07.28,0:00,1.43674,1.43999,1.42544,1.43273,88490
2011.07.29,0:00,1.43273,1.44128,1.42293,1.43945,82935
2011.08.01,0:00,1.43607,1.44526,1.41843,1.42533,86596
2011.08.02,0:00,1.42535,1.42822,1.4151,1.41919,86356
2011.08.03,0:00,1.41903,1.4366,1.41425,1.4363,88352
2011.08.04,0:00,1.43631,1.43671,1.40862,1.4092,106316
2011.08.05,0:00,1.40921,1.42972,1.40553,1.42804,108678
2011.08.08,0:00,1.43705,1.44006,1.41303,1.41628,119420
2011.08.09,0:00,1.4163,1.43967,1.41521,1.4391,129294
2011.08.10,0:00,1.4391,1.44006,1.41608,1.41615,107592
2011.08.11,0:00,1.41614,1.42912,1.41039,1.42353,118172
2011.08.12,0:00,1.42357,1.42899,1.41495,1.42479,93555
2011.08.15,0:00,1.42639,1.44748,1.42635,1.44482,88724
2011.08.16,0:00,1.44483,1.44709,1.43538,1.43988,95147
2011.08.17,0:00,1.4399,1.45167,1.4325,1.4425,92149
2011.08.18,0:00,1.44244,1.44508,1.42711,1.43223,93938
2011.08.19,0:00,1.43221,1.44507,1.42585,1.4395,97672
2011.08.22,0:00,1.43735,1.44339,1.4347,1.43571,85245
2011.08.23,0:00,1.4357,1.44987,1.43527,1.44346,85962
2011.08.24,0:00,1.44347,1.44806,1.43798,1.44081,84901
2011.08.25,0:00,1.4408,1.44738,1.43283,1.43709,79829
2011.08.26,0:00,1.4371,1.45008,1.43291,1.44984,82280
2011.08.29,0:00,1.44916,1.45482,1.44657,1.45228,75138
2011.08.30,0:00,1.45228,1.45328,1.43841,1.44308,95990
2011.08.31,0:00,1.44308,1.44688,1.43584,1.43725,93195
2011.09.01,0:00,1.43725,1.43767,1.42262,1.42615,83686
2011.09.02,0:00,1.42614,1.4287,1.41839,1.42037,80132
2011.09.05,0:00,1.41571,1.41726,1.40584,1.40636,82639
2011.09.06,0:00,1.40637,1.42544,1.39733,1.4001,100638
2011.09.07,0:00,1.40007,1.41476,1.40001,1.40838,94976
2011.09.08,0:00,1.40839,1.40888,1.3872,1.39015,97398
2011.09.09,0:00,1.39015,1.3936,1.36272,1.36532,104141
2011.09.12,0:00,1.35783,1.3692,1.34989,1.36604,117773
2011.09.13,0:00,1.36603,1.37385,1.35582,1.36782,111128
2011.09.14,0:00,1.36782,1.37826,1.35909,1.37406,113708
2011.09.15,0:00,1.37401,1.39359,1.37031,1.3881,105969
2011.09.16,0:00,1.38809,1.38835,1.37536,1.37941,95834
2011.09.19,0:00,1.36761,1.37196,1.35868,1.36742,101440
2011.09.20,0:00,1.36745,1.37432,1.35927,1.37007,112022
2011.09.21,0:00,1.37004,1.37953,1.35578,1.35871,112465
2011.09.22,0:00,1.35865,1.36001,1.33856,1.34549,124341
2011.09.23,0:00,1.34549,1.35663,1.34188,1.34974,119062
2011.09.26,0:00,1.35078,1.35492,1.33624,1.35268,124551
2011.09.27,0:00,1.35268,1.36668,1.34793,1.35849,112088
2011.09.28,0:00,1.35849,1.36892,1.35228,1.35245,109597
2011.09.29,0:00,1.35247,1.36774,1.35194,1.35824,114179
2011.09.30,0:00,1.35831,1.36001,1.33837,1.33846,104660
2011.10.03,0:00,1.33447,1.33808,1.31635,1.31899,112427
2011.10.04,0:00,1.31901,1.33681,1.31458,1.33365,122484
2011.10.05,0:00,1.33363,1.33826,1.32599,1.33472,113635
2011.10.06,0:00,1.33466,1.345,1.32417,1.34274,107650
2011.10.07,0:00,1.34275,1.35241,1.33607,1.33755,119619
2011.10.10,0:00,1.33863,1.36975,1.33774,1.36349,94215
2011.10.11,0:00,1.36353,1.36828,1.35654,1.36489,100139
2011.10.12,0:00,1.36493,1.38325,1.35824,1.37759,102879
2011.10.13,0:00,1.37759,1.38251,1.36852,1.37716,103352
2011.10.14,0:00,1.37716,1.38936,1.37231,1.3878,97421
2011.10.17,0:00,1.38782,1.39137,1.37241,1.37346,97300
2011.10.18,0:00,1.37349,1.38163,1.36526,1.37331,106548
2011.10.19,0:00,1.37336,1.38681,1.37247,1.37579,104641
2011.10.20,0:00,1.37578,1.38412,1.36565,1.37759,109672
2011.10.21,0:00,1.37759,1.39004,1.37043,1.38917,101192
2011.10.24,0:00,1.38686,1.39557,1.38222,1.39314,102017
2011.10.25,0:00,1.39316,1.39588,1.38492,1.39079,104531
2011.10.26,0:00,1.39081,1.3974,1.37997,1.38941,105800
2011.10.27,0:00,1.38943,1.4246,1.38641,1.41844,113919
2011.10.28,0:00,1.41843,1.42001,1.41331,1.41453,96320
2011.10.31,0:00,1.41501,1.41695,1.38287,1.38594,107043
2011.11.01,0:00,1.38592,1.38702,1.36085,1.3696,114733
2011.11.02,0:00,1.36963,1.38265,1.36362,1.37473,111203
2011.11.03,0:00,1.37473,1.38541,1.36563,1.38128,111165
2011.11.04,0:00,1.38128,1.38655,1.37111,1.37898,99631
2011.11.07,0:00,1.3816,1.38166,1.36814,1.37643,98464
2011.11.08,0:00,1.37647,1.38464,1.37242,1.38287,94554
2011.11.09,0:00,1.38283,1.3858,1.35218,1.35227,109069
2011.11.10,0:00,1.35238,1.36518,1.34837,1.36082,107189
2011.11.11,0:00,1.36086,1.37944,1.35778,1.37672,85393
2011.11.14,0:00,1.37759,1.37919,1.35914,1.3621,98914
2011.11.15,0:00,1.3621,1.36402,1.34961,1.35252,101149
2011.11.16,0:00,1.35249,1.3556,1.34286,1.34547,108063
2011.11.17,0:00,1.34552,1.35392,1.34213,1.34688,112227
2011.11.18,0:00,1.34683,1.36136,1.3447,1.35222,101063
2011.11.21,0:00,1.35214,1.35398,1.343,1.34855,100507
2011.11.22,0:00,1.34854,1.35678,1.34687,1.35157,96054
2011.11.23,0:00,1.3516,1.35304,1.33201,1.33464,98239
2011.11.24,0:00,1.33459,1.34109,1.3316,1.334,79708
2011.11.25,0:00,1.33401,1.33441,1.32119,1.32375,85351
2011.11.28,0:00,1.33095,1.33981,1.32725,1.33121,94847
2011.11.29,0:00,1.33121,1.34412,1.3285,1.33321,94820
2011.11.30,0:00,1.33318,1.35302,1.32587,1.34392,92599
2011.12.01,0:00,1.34392,1.352,1.34177,1.34599,89678
2011.12.02,0:00,1.34601,1.35449,1.33625,1.33898,72990
2011.12.05,0:00,1.34094,1.34851,1.33748,1.33943,82003
2011.12.06,0:00,1.33939,1.34271,1.33333,1.34021,86817
2011.12.07,0:00,1.34018,1.3453,1.33508,1.34158,82663
2011.12.08,0:00,1.34155,1.34569,1.32882,1.33433,84746
2011.12.09,0:00,1.3343,1.34327,1.3281,1.33842,82663
2011.12.12,0:00,1.33636,1.33759,1.31623,1.31665,81427
2011.12.13,0:00,1.31665,1.32356,1.30086,1.30335,86806
2011.12.14,0:00,1.30334,1.30635,1.29462,1.29829,92199
2011.12.15,0:00,1.29829,1.30489,1.29566,1.30197,82393
2011.12.16,0:00,1.30195,1.30834,1.2995,1.30419,75805
2011.12.19,0:00,1.30328,1.3043,1.29828,1.29961,66000
2011.12.20,0:00,1.29951,1.31314,1.2995,1.30805,64841
2011.12.21,0:00,1.30811,1.31956,1.30254,1.30438,83421
2011.12.22,0:00,1.30438,1.31183,1.30171,1.30507,73989
2011.12.23,0:00,1.30503,1.30946,1.30259,1.30451,61183
2011.12.26,0:00,1.30487,1.30813,1.30487,1.3054,21539
2011.12.27,0:00,1.30537,1.30824,1.30422,1.30676,51089
2011.12.28,0:00,1.30677,1.30791,1.29116,1.29362,66973
